City,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Descritption,Date
231,Tsumeb,-19.2333,17.7167,81.95,59,99,10.18,NA,light rain,2022-02-04 14:45:23
232,Burns Lake,54.2331,-125.7533,22.42,96,100,7.11,CA,overcast clouds,2022-02-04 14:42:15
233,Nisia Floresta,-6.0911,-35.2086,86.81,48,53,13.44,BR,broken clouds,2022-02-04 14:45:24
234,Yingcheng,30.95,113.55,39.25,60,0,5.48,CN,clear sky,2022-02-04 14:45:24
235,Takoradi,4.8845,-1.7554,84.97,61,20,11.63,GH,few clouds,2022-02-04 14:45:24
236,Eureka,40.8021,-124.1637,44.92,87,100,4.5,US,overcast clouds,2022-02-04 14:43:48
237,Troitskiy,57.0603,63.7481,25.12,93,100,7.81,RU,overcast clouds,2022-02-04 14:45:25
238,Pevek,69.7008,170.3133,-23.19,100,95,4.12,RU,overcast clouds,2022-02-04 14:45:25
239,Coquimbo,-29.9533,-71.3436,69.53,68,40,6.91,CL,scattered clouds,2022-02-04 14:45:26
240,Yatou,37.15,122.3833,25.59,56,89,9.86,CN,overcast clouds,2022-02-04 14:45:26
241,Chumikan,54.7183,135.315,-2.72,79,99,11.83,RU,overcast clouds,2022-02-04 14:45:26
242,Torbay,47.6666,-52.7314,41.76,95,100,13.8,CA,moderate rain,2022-02-04 14:41:16
243,Zhytomyr,50.2649,28.6767,19.99,95,95,3.83,UA,overcast clouds,2022-02-04 14:45:27
244,Natal,-5.795,-35.2094,86.65,66,40,16.11,BR,scattered clouds,2022-02-04 14:44:25
245,Quatre Cocos,-20.2078,57.7625,80.71,86,100,16.26,MU,light rain,2022-02-04 14:45:27
246,Barcelos,41.5388,-8.6151,57.29,63,98,7.76,PT,overcast clouds,2022-02-04 14:45:27
247,Tamazunchale,21.2667,-98.7833,43.27,88,100,2.95,MX,overcast clouds,2022-02-04 14:45:28
248,Santa Rosa,14.3122,121.1114,80.58,74,85,13.15,PH,overcast clouds,2022-02-04 14:45:28
249,Katsuura,35.1333,140.3,42.91,88,23,11.43,JP,few clouds,2022-02-04 14:42:32
250,Nagua,19.3832,-69.8474,77.45,88,40,0.0,DO,scattered clouds,2022-02-04 14:45:28
251,Cuernavaca,18.9167,-99.25,68.49,50,0,2.93,MX,clear sky,2022-02-04 14:45:29
252,Hasaki,35.7333,140.8333,28.8,90,99,11.54,JP,overcast clouds,2022-02-04 14:43:15
253,Paita,-5.0892,-81.1144,73.96,69,42,8.28,PE,scattered clouds,2022-02-04 14:45:29
254,Wucheng,29.6008,118.175,36.46,88,38,2.37,CN,scattered clouds,2022-02-04 14:45:29
255,Bara,10.3744,10.7288,85.78,10,0,10.92,NG,clear sky,2022-02-04 14:45:30
256,Pacific Grove,36.6177,-121.9166,51.57,62,0,4.61,US,clear sky,2022-02-04 14:45:30
257,Manzhouli,49.6,117.4333,-9.36,88,8,9.08,CN,clear sky,2022-02-04 14:45:30
258,Maroantsetra,-15.4333,49.7333,81.63,74,100,5.14,MG,overcast clouds,2022-02-04 14:45:31
259,Karratha,-20.7377,116.8463,85.46,68,87,8.25,AU,overcast clouds,2022-02-04 14:45:31
260,Shimoda,34.6667,138.95,39.11,53,0,29.3,JP,clear sky,2022-02-04 14:45:31
261,Lavrentiya,65.5833,-171.0,1.17,53,0,18.48,RU,clear sky,2022-02-04 14:45:31
262,Kharagpur,22.3333,87.3333,70.59,78,20,11.5,IN,few clouds,2022-02-04 14:45:32
263,Victoria,22.2855,114.1577,59.25,72,7,4.0,HK,clear sky,2022-02-04 14:41:33
264,Mabay,6.0577,124.4666,77.04,84,100,3.22,PH,moderate rain,2022-02-04 14:45:32
265,Hualmay,-11.0964,-77.6139,73.8,75,37,8.3,PE,scattered clouds,2022-02-04 14:45:33
266,Bay Roberts,47.5999,-53.2648,39.65,93,100,14.0,CA,moderate rain,2022-02-04 14:45:33
267,Eyl,7.9803,49.8164,77.0,53,15,16.91,SO,few clouds,2022-02-04 14:45:33
268,Trairi,-3.2778,-39.2689,82.0,78,100,9.46,BR,overcast clouds,2022-02-04 14:45:34
269,Mkokotoni,-5.8767,39.2547,87.96,77,95,12.44,TZ,overcast clouds,2022-02-04 14:45:34
270,Kabare,-2.4683,28.8242,67.98,90,97,2.77,CD,light rain,2022-02-04 14:45:34
271,Qui Nhon,13.7667,109.2333,71.83,88,89,19.13,VN,overcast clouds,2022-02-04 14:45:35
272,Masunga,-20.6246,27.4488,79.2,49,37,15.59,BW,scattered clouds,2022-02-04 14:45:35
273,Tsiroanomandidy,-18.7667,46.0333,72.57,83,82,10.58,MG,moderate rain,2022-02-04 14:45:35
274,Waki,34.0667,134.15,38.62,74,72,10.33,JP,broken clouds,2022-02-04 14:45:36
275,De Aar,-30.6497,24.0123,80.8,21,57,14.43,ZA,broken clouds,2022-02-04 14:46:36
276,Atar,20.5169,-13.0499,87.94,7,14,7.9,MR,few clouds,2022-02-04 14:46:36
277,Tianpeng,30.9866,103.9393,45.07,80,98,2.33,CN,overcast clouds,2022-02-04 14:46:37
278,Kawalu,-7.3817,108.2082,73.54,95,91,1.1,ID,light rain,2022-02-04 14:46:37
279,Biak,-0.9131,122.8766,76.66,84,100,4.05,ID,overcast clouds,2022-02-04 14:46:37
280,Axim,4.8699,-2.2405,83.89,63,41,10.8,GH,scattered clouds,2022-02-04 14:46:37
281,Waw,7.7029,27.9953,95.72,12,100,8.61,SS,overcast clouds,2022-02-04 14:46:38
282,Juneau,58.3019,-134.4197,35.1,93,100,6.91,US,light snow,2022-02-04 14:44:46
283,Mouila,-1.8685,11.0559,81.95,76,68,2.39,GA,light rain,2022-02-04 14:46:38
284,Fare,-16.7,-151.0167,79.66,77,13,12.55,PF,light rain,2022-02-04 14:46:38
285,Uryupinsk,50.8047,42.0138,24.62,92,100,11.23,RU,overcast clouds,2022-02-04 14:46:39
286,Nanfeng,23.7434,111.7959,47.79,82,2,3.53,CN,clear sky,2022-02-04 14:46:39
287,Chake Chake,-5.2459,39.7666,82.76,72,100,13.38,TZ,overcast clouds,2022-02-04 14:46:40
288,Morros,-9.4467,-46.3003,88.16,46,98,6.13,BR,overcast clouds,2022-02-04 14:46:40
289,Tiksi,71.6872,128.8694,-18.62,99,98,6.13,RU,overcast clouds,2022-02-04 14:45:40
290,Non Sung,15.1801,102.2569,81.61,51,11,7.16,TH,few clouds,2022-02-04 14:46:40
291,Fort Nelson,58.8053,-122.7002,-11.61,77,100,5.75,CA,snow,2022-02-04 14:45:21
292,Parakou,9.3372,2.6303,94.77,9,2,5.23,BJ,clear sky,2022-02-04 14:46:41
293,Vila,42.0304,-8.1588,48.74,78,100,4.21,PT,overcast clouds,2022-02-04 14:46:41
294,Sorong,-0.8833,131.25,81.27,81,100,10.87,ID,overcast clouds,2022-02-04 14:46:41
295,Geraldton,-28.7667,114.6,75.61,57,0,5.75,AU,clear sky,2022-02-04 14:44:35
296,Okha,53.5739,142.9478,3.56,93,100,19.91,RU,light snow,2022-02-04 14:46:42
297,Inuvik,68.3499,-133.7218,-19.19,76,0,4.61,CA,clear sky,2022-02-04 14:46:42
298,Punta Alta,-38.8759,-62.0736,75.85,60,100,8.03,AR,overcast clouds,2022-02-04 14:46:42
299,Broome,42.2506,-75.833,23.77,77,100,1.01,US,light snow,2022-02-04 14:46:43
300,Matamoros,25.5333,-103.25,37.11,66,0,4.94,MX,clear sky,2022-02-04 14:46:43
301,Aklavik,68.2191,-135.0107,-21.17,68,0,6.91,CA,clear sky,2022-02-04 14:45:48
302,Darnah,32.767,22.6367,55.18,59,16,19.8,LY,few clouds,2022-02-04 14:46:43
303,San Jeronimo,-11.9472,-75.2829,57.38,60,100,1.86,PE,overcast clouds,2022-02-04 14:46:44
304,Kjollefjord,70.9457,27.3465,15.85,80,100,27.51,NO,overcast clouds,2022-02-04 14:46:44
305,Port-Gentil,-0.7193,8.7815,87.76,62,40,9.22,GA,scattered clouds,2022-02-04 14:46:44
306,Oranjemund,-28.55,16.4333,68.77,67,7,23.67,NA,clear sky,2022-02-04 14:46:44
307,Nizwa,22.9333,57.5333,74.52,27,13,5.79,OM,few clouds,2022-02-04 14:46:45
308,Akdepe,42.0551,59.3788,44.69,56,100,14.67,TM,overcast clouds,2022-02-04 14:46:45
309,Morant Bay,17.8815,-76.4093,83.62,72,5,9.98,JM,clear sky,2022-02-04 14:46:45
310,La Romana,18.4273,-68.9728,79.16,78,40,8.05,DO,scattered clouds,2022-02-04 14:46:46
311,Port-Cartier,50.0334,-66.8654,-1.25,78,98,6.67,CA,overcast clouds,2022-02-04 14:46:46
312,Esperance,-33.8667,121.9,69.64,72,0,16.64,AU,clear sky,2022-02-04 14:46:46
313,Salalah,17.0151,54.0924,77.09,61,0,8.05,OM,clear sky,2022-02-04 14:46:39
314,Tyret Pervaya,53.6703,102.3106,-3.44,99,98,3.36,RU,overcast clouds,2022-02-04 14:46:47
315,Nata,8.3333,-80.5167,82.47,53,34,12.88,PA,scattered clouds,2022-02-04 14:46:47
316,Piacabucu,-10.4056,-36.4344,86.61,58,13,13.8,BR,few clouds,2022-02-04 14:43:10
317,Manggar,-2.8833,108.2667,79.81,82,65,7.74,ID,broken clouds,2022-02-04 14:46:47
318,Tautira,-17.7333,-149.15,78.82,76,69,13.56,PF,light rain,2022-02-04 14:46:48
319,Cockburn Town,21.4612,-71.1419,75.92,71,0,19.77,TC,clear sky,2022-02-04 14:46:48
320,Hofn,64.2539,-15.2082,32.02,55,20,26.46,IS,light snow,2022-02-04 14:46:48
321,Yelizovo,53.1873,158.3805,26.74,58,75,8.99,RU,broken clouds,2022-02-04 14:46:49
322,Te Anau,-45.4167,167.7167,42.96,94,100,3.94,NZ,overcast clouds,2022-02-04 14:46:24
323,Veraval,20.9,70.3667,69.1,52,2,6.71,IN,clear sky,2022-02-04 14:47:49
324,Zelenets,61.8849,50.7489,14.25,100,81,1.59,RU,broken clouds,2022-02-04 14:47:49
325,Solnechnyy,50.7214,136.6319,0.37,98,100,0.74,RU,overcast clouds,2022-02-04 14:47:50
326,Maldonado,-34.6667,-54.9167,76.23,70,75,11.52,UY,broken clouds,2022-02-04 14:46:35
327,Bandarbeyla,9.4942,50.8122,76.51,59,3,12.1,SO,clear sky,2022-02-04 14:47:50
328,Saint-Augustin,51.226,-58.6502,-4.25,72,100,9.13,CA,overcast clouds,2022-02-04 14:47:44
329,Mtwara,-10.2667,40.1833,82.31,81,88,11.21,TZ,light rain,2022-02-04 14:47:50
330,Jurm,36.8648,70.8342,19.54,42,41,7.78,AF,scattered clouds,2022-02-04 14:47:51
331,Wabrzezno,53.2799,18.9477,43.11,96,100,8.39,PL,overcast clouds,2022-02-04 14:47:51
332,Aykhal,66.0,111.5,-24.81,100,80,3.47,RU,broken clouds,2022-02-04 14:47:51
333,Barmer,25.75,71.3833,67.48,18,0,7.7,IN,clear sky,2022-02-04 14:47:52
334,Kahului,20.8947,-156.47,66.85,81,0,4.61,US,clear sky,2022-02-04 14:46:32
335,Puerto Del Rosario,28.5004,-13.8627,69.55,49,20,5.75,ES,few clouds,2022-02-04 14:47:52
336,Bagan,54.1001,77.6646,12.31,88,94,9.66,RU,overcast clouds,2022-02-04 14:47:52
337,Ondjiva,-17.0667,15.7333,77.85,37,100,5.23,AO,overcast clouds,2022-02-04 14:47:53
338,Bela,25.9333,81.9833,57.29,61,30,7.4,IN,scattered clouds,2022-02-04 14:47:53
339,Venkatagiri,13.9667,79.5833,79.27,81,35,5.01,IN,scattered clouds,2022-02-04 14:47:53
340,Leshukonskoye,64.8989,45.7622,-9.76,100,85,2.48,RU,overcast clouds,2022-02-04 14:47:54
341,Mehamn,71.0357,27.8492,15.98,80,100,26.11,NO,overcast clouds,2022-02-04 14:47:54
342,Havelock,34.8791,-76.9013,73.35,86,100,14.0,US,overcast clouds,2022-02-04 14:43:09
343,San Policarpo,12.1791,125.5072,75.79,88,100,9.48,PH,overcast clouds,2022-02-04 14:47:54
344,Waingapu,-9.6567,120.2641,79.16,83,100,8.01,ID,overcast clouds,2022-02-04 14:47:55
345,Price,39.5994,-110.8107,11.46,72,0,4.61,US,clear sky,2022-02-04 14:47:55
346,Kinsale,51.7075,-8.5306,46.24,70,75,26.46,IE,broken clouds,2022-02-04 14:47:55
347,Oksfjord,70.2396,22.3479,21.38,91,100,19.13,NO,light snow,2022-02-04 14:47:56
348,Amazar,53.858,120.875,0.18,80,100,5.3,RU,overcast clouds,2022-02-04 14:47:56
349,Kasimov,54.9411,41.3953,21.92,89,100,12.35,RU,light snow,2022-02-04 14:47:56
350,Port Moresby,-9.4431,147.1797,76.42,94,40,3.44,PG,scattered clouds,2022-02-04 14:47:57
351,Maniitsoq,65.4167,-52.9,5.85,85,100,18.28,GL,light snow,2022-02-04 14:47:51
352,Xai-Xai,-25.0519,33.6442,82.24,67,39,14.29,MZ,scattered clouds,2022-02-04 14:47:57
353,Arman,59.7,150.1667,-3.05,73,99,11.88,RU,overcast clouds,2022-02-04 14:47:57
354,Dingle,10.9995,122.6711,73.72,93,100,12.3,PH,overcast clouds,2022-02-04 14:47:58
355,Haysyn,48.8114,29.3898,28.83,65,55,3.04,UA,broken clouds,2022-02-04 14:47:58
356,Aripuana,-9.1667,-60.6333,81.5,84,63,1.7,BR,broken clouds,2022-02-04 14:47:58
357,Sembe,1.6481,14.5806,95.09,25,95,3.33,CG,overcast clouds,2022-02-04 14:47:58
358,Shellbrook,53.2168,-106.4011,-38.97,96,100,6.71,CA,overcast clouds,2022-02-04 14:43:16
359,Mount Isa,-20.7333,139.5,71.37,40,69,8.05,AU,broken clouds,2022-02-04 14:47:59
360,Husavik,66.0449,-17.3389,28.31,92,100,21.0,IS,snow,2022-02-04 14:47:59
361,Provideniya,64.3833,-173.3,-0.45,65,7,16.6,RU,clear sky,2022-02-04 14:48:00
362,Bambous Virieux,-20.3428,57.7575,80.85,89,75,14.97,MU,light rain,2022-02-04 14:48:00
363,Turayf,31.6725,38.6637,50.25,57,75,18.41,SA,broken clouds,2022-02-04 14:48:00
364,Pisco,-13.7,-76.2167,72.01,68,0,6.91,PE,clear sky,2022-02-04 14:48:00
365,Mikhaylov,54.2292,39.0186,23.04,95,93,8.7,RU,light snow,2022-02-04 14:48:01
366,Zhigansk,66.7697,123.3711,-37.59,100,80,3.13,RU,broken clouds,2022-02-04 14:48:01
367,Eirunepe,-6.6603,-69.8736,79.03,88,99,2.91,BR,overcast clouds,2022-02-04 14:48:02
368,Torit,4.4133,32.5678,93.0,20,100,1.5,SS,overcast clouds,2022-02-04 14:48:02
369,El Sauzal,31.9,-116.6833,50.0,28,1,10.2,MX,clear sky,2022-02-04 14:49:02
370,Noumea,-22.2763,166.4572,75.18,85,100,3.13,NC,overcast clouds,2022-02-04 14:49:02
371,Khabary,53.6259,79.5345,8.58,95,99,8.57,RU,overcast clouds,2022-02-04 14:49:03
372,Bonavista,48.6499,-53.1147,33.12,95,100,18.81,CA,snow,2022-02-04 14:49:03
373,Vila Velha,-20.3297,-40.2925,85.95,83,75,10.0,BR,broken clouds,2022-02-04 14:45:49
374,Oistins,13.0667,-59.5333,73.49,83,75,20.71,BB,broken clouds,2022-02-04 14:49:04
375,Myitkyina,25.3833,97.4,60.58,65,74,2.39,MM,broken clouds,2022-02-04 14:49:04
376,Mumbwa,-14.9783,27.0619,71.89,87,100,3.51,ZM,light rain,2022-02-04 14:49:04
377,Muisne,0.6,-80.0333,78.91,76,97,8.9,EC,overcast clouds,2022-02-04 14:49:05
378,Renqiu,38.6989,116.0936,25.57,24,0,3.53,CN,clear sky,2022-02-04 14:49:05
379,North Bend,43.4065,-124.2243,40.91,100,75,9.22,US,broken clouds,2022-02-04 14:49:05
380,Pochutla,15.7432,-96.4661,77.83,52,1,3.22,MX,clear sky,2022-02-04 14:49:05
381,Garwolin,51.8975,21.6147,40.68,97,100,8.66,PL,overcast clouds,2022-02-04 14:49:06
382,Labe,11.3182,-12.2833,88.99,9,0,5.57,GN,clear sky,2022-02-04 14:47:13
383,Pyu,18.4833,96.4333,70.43,49,3,0.65,MM,clear sky,2022-02-04 14:49:06
384,Hamilton,39.1834,-84.5333,21.4,89,100,3.0,US,snow,2022-02-04 14:46:37
385,Perama,37.9757,23.5828,52.88,46,20,4.61,GR,few clouds,2022-02-04 14:49:07
386,Lagoa,39.05,-27.9833,57.94,81,91,19.46,PT,overcast clouds,2022-02-04 14:47:40
387,Verkhnetulomskiy,68.6073,31.7962,-7.47,95,100,4.74,RU,overcast clouds,2022-02-04 14:49:07
388,Kaabong,3.4836,34.1492,77.99,33,100,12.53,UG,overcast clouds,2022-02-04 14:49:07
389,Bulaevo,54.9056,70.4439,18.95,82,100,10.58,KZ,overcast clouds,2022-02-04 14:49:08
390,Clyde River,70.4692,-68.5914,-3.77,84,100,31.07,CA,snow,2022-02-04 14:49:08
391,Sokoto,13.0609,5.239,85.48,8,0,14.03,NG,clear sky,2022-02-04 14:49:08
392,Lakatoro,-16.0999,167.4164,78.76,89,100,25.23,VU,moderate rain,2022-02-04 14:49:08
393,Beyneu,45.3167,55.2,40.82,73,100,20.2,KZ,overcast clouds,2022-02-04 14:49:09
394,Pimentel,-6.8367,-79.9342,70.09,83,0,10.36,PE,clear sky,2022-02-04 14:49:09
395,Ketchikan,55.3422,-131.6461,46.87,87,100,12.66,US,moderate rain,2022-02-04 14:49:09
396,Kumhari,21.2667,81.5167,70.14,26,0,8.55,IN,clear sky,2022-02-04 14:49:10
397,Aranos,-24.1333,19.1167,89.65,18,8,17.36,NA,clear sky,2022-02-04 14:49:10
398,Smithers,54.7804,-127.1743,34.12,86,100,8.05,CA,light rain,2022-02-04 14:49:10
399,Akureyri,65.6835,-18.0878,28.33,93,100,17.27,IS,overcast clouds,2022-02-04 14:49:11
400,Patacamaya,-17.2333,-67.9167,53.13,58,100,1.5,BO,overcast clouds,2022-02-04 14:49:11
401,Nabire,-3.3667,135.4833,76.59,90,96,1.7,ID,overcast clouds,2022-02-04 14:49:11
402,Lasa,46.6166,10.7002,49.3,82,5,1.05,IT,clear sky,2022-02-04 14:49:11
403,Guarapari,-20.6667,-40.4975,85.89,78,100,9.89,BR,overcast clouds,2022-02-04 14:49:12
404,Moose Factory,51.2585,-80.6094,-23.8,76,0,5.75,CA,clear sky,2022-02-04 14:47:15
405,Windhoek,-22.5594,17.0832,79.11,42,95,7.0,NA,overcast clouds,2022-02-04 14:49:12
406,Ucluelet,48.9329,-125.5528,46.09,94,100,1.99,CA,light rain,2022-02-04 14:45:21
407,Salinas,36.6777,-121.6555,51.96,61,0,11.5,US,clear sky,2022-02-04 14:47:42
408,Taranto,40.6167,17.25,59.36,59,0,8.05,IT,clear sky,2022-02-04 14:49:13
409,Mackay,-21.15,149.2,78.78,83,75,25.32,AU,light intensity shower rain,2022-02-04 14:49:13
410,Sedam,17.1773,77.2824,74.57,23,25,4.7,IN,scattered clouds,2022-02-04 14:49:13
411,Yamada,39.4667,141.95,28.06,61,26,3.71,JP,scattered clouds,2022-02-04 14:49:35
412,Talcahuano,-36.7167,-73.1167,67.68,68,0,10.36,CL,clear sky,2022-02-04 14:49:36
413,Parabel,58.6978,81.4825,22.51,93,100,13.06,RU,light snow,2022-02-04 14:49:36
414,Severo-Kurilsk,50.6789,156.125,28.11,87,100,3.78,RU,overcast clouds,2022-02-04 14:49:36
415,Lata,40.1629,-8.3327,60.35,57,100,7.61,PT,overcast clouds,2022-02-04 14:49:36
416,Walvis Bay,-22.9575,14.5053,70.09,67,22,15.35,NA,few clouds,2022-02-04 14:49:37
417,Qostanay,53.1667,63.5833,20.55,83,100,11.56,KZ,overcast clouds,2022-02-04 14:50:37
418,Maumee,41.5628,-83.6538,16.81,82,100,3.0,US,overcast clouds,2022-02-04 14:50:37
419,Tondano,1.3038,124.9112,68.09,95,99,2.13,ID,overcast clouds,2022-02-04 14:50:38
420,Bada,51.392,109.8717,-0.45,98,99,4.83,RU,overcast clouds,2022-02-04 14:50:38
421,Hervey Bay,-25.2986,152.8535,73.51,70,100,25.99,AU,overcast clouds,2022-02-04 14:50:38
422,Nouakchott,18.0858,-15.9785,89.53,21,0,8.3,MR,clear sky,2022-02-04 14:47:35
423,Merrill,45.1805,-89.6835,2.17,88,100,4.05,US,overcast clouds,2022-02-04 14:47:07
424,Fort Frances,48.5999,-93.4003,-14.58,84,100,0.0,CA,haze,2022-02-04 14:49:46
425,Kargil,34.5667,76.1,-6.68,89,84,4.68,IN,broken clouds,2022-02-04 14:50:39
426,Dudinka,69.4058,86.1778,-2.38,96,100,6.13,RU,overcast clouds,2022-02-04 14:50:39
427,San Felipe,10.3399,-68.7425,82.09,55,63,7.4,VE,broken clouds,2022-02-04 14:50:39
428,Usinsk,65.9939,57.5281,5.11,97,97,7.27,RU,overcast clouds,2022-02-04 14:50:40
429,Laurel,39.0993,-76.8483,50.09,95,100,1.01,US,light rain,2022-02-04 14:50:31
430,Jalu,29.0331,21.5482,60.44,40,3,15.48,LY,clear sky,2022-02-04 14:49:37
431,Port Macquarie,-31.4333,152.9167,69.76,72,84,16.24,AU,broken clouds,2022-02-04 14:49:14
432,Coihaique,-45.5752,-72.0662,61.41,71,20,3.44,CL,few clouds,2022-02-04 14:48:02
433,Leh,34.1667,77.5833,1.76,90,97,1.9,IN,overcast clouds,2022-02-04 14:50:40
434,Saldanha,-33.0117,17.9442,78.85,63,0,26.62,ZA,clear sky,2022-02-04 14:50:41
435,Ambon,-3.6954,128.1814,78.94,89,40,9.22,ID,scattered clouds,2022-02-04 14:50:41
436,Alyangula,-13.8483,136.4192,82.27,83,100,5.75,AU,thunderstorm,2022-02-04 14:50:41
437,Puerto Penasco,31.3167,-113.5333,51.48,26,4,16.06,MX,clear sky,2022-02-04 14:50:41
438,Houma,29.5958,-90.7195,37.99,96,100,13.85,US,light rain,2022-02-04 14:50:42
439,Susangerd,31.5608,48.1831,62.62,54,1,12.66,IR,clear sky,2022-02-04 14:50:42
440,Dzerzhinskoye,56.8344,95.2283,7.66,96,94,3.71,RU,overcast clouds,2022-02-04 14:50:42
441,Hoskote,13.0669,77.7983,77.31,35,80,2.3,IN,broken clouds,2022-02-04 14:50:43
442,Adrar,20.5022,-10.0711,82.2,7,11,10.76,MR,few clouds,2022-02-04 14:47:12
443,Maun,-19.9833,23.4167,87.21,40,92,6.82,BW,overcast clouds,2022-02-04 14:48:43
444,Trelew,-43.249,-65.3051,62.87,82,75,13.8,AR,moderate rain,2022-02-04 14:50:43
445,Koumac,-20.5667,164.2833,79.97,87,100,3.94,NC,light rain,2022-02-04 14:50:43
446,Muyezerskiy,63.9333,31.65,9.86,94,100,7.87,RU,overcast clouds,2022-02-04 14:50:44
447,Alamos,27.0167,-108.9333,54.95,55,0,3.6,MX,clear sky,2022-02-04 14:50:44
448,Uptar,59.75,150.9167,-11.49,67,97,9.78,RU,overcast clouds,2022-02-04 14:50:44
449,Mbuguni,-3.5667,36.95,89.22,42,100,7.99,TZ,overcast clouds,2022-02-04 14:50:45
450,Poum,-20.2333,164.0167,81.12,85,100,17.11,NC,light rain,2022-02-04 14:50:45
451,Denpasar,-8.65,115.2167,76.71,94,40,4.61,ID,scattered clouds,2022-02-04 14:49:10
452,Pujili,-0.95,-78.6833,56.48,71,40,3.44,EC,fog,2022-02-04 14:50:45
453,Panaba,21.2833,-88.2667,79.74,70,7,8.68,MX,clear sky,2022-02-04 14:50:46
454,Bairiki,1.3292,172.9752,80.6,83,20,11.5,KI,few clouds,2022-02-04 14:45:51
455,Newport,51.5877,-2.9984,48.45,60,8,5.01,GB,clear sky,2022-02-04 14:46:33
456,Lucea,18.451,-78.1736,81.86,70,2,14.03,JM,clear sky,2022-02-04 14:50:46
457,Kuytun,54.3419,101.5036,1.27,98,100,3.42,RU,overcast clouds,2022-02-04 14:50:46
458,Waipawa,-41.4122,175.5153,63.45,89,100,5.32,NZ,overcast clouds,2022-02-04 14:50:47
459,Kresttsy,58.2452,32.5165,2.08,100,78,3.11,RU,broken clouds,2022-02-04 14:50:47
460,Paamiut,61.994,-49.6678,7.65,77,100,17.34,GL,light snow,2022-02-04 14:50:47
461,Ocho Rios,18.4025,-77.1048,83.75,75,33,11.79,JM,scattered clouds,2022-02-04 14:49:05
462,Yemtsa,63.0734,40.3329,-3.51,100,62,3.0,RU,broken clouds,2022-02-04 14:50:48
463,Coro,11.4045,-69.6734,83.17,60,7,13.0,VE,clear sky,2022-02-04 14:50:48
464,Balangiga,11.1097,125.3875,75.0,92,100,12.28,PH,overcast clouds,2022-02-04 14:51:48
